t [s];P [Pa];Q [m^3/s];A [m^2];P_f [Pa];P_b [Pa];Q_f [m^3/s];Q_b [m^3/s]
0.182119205298013;13449.8979071872;0.000112656929119;0.002990069239393;119.668658085816;1.40352423416972;0.000117023688254;-1.37250291816914E-06
0.185430463576159;13453.07218232;0.000115651185336;0.002991137582378;122.768686730141;1.46098877079606;0.000120055198688;-1.42869734808377E-06
0.188741721854305;13456.2296755009;0.00011862650134;0.002992200466494;125.847653743553;1.51975823534095;0.000123066113005;-1.48616786382126E-06
0.19205298013245;13459.3674119789;0.000121579945141;0.002993256887098;128.90259597929;1.57984474546996;0.000126053533551;-1.54492631521558E-06
0.195364238410596;13462.4824407248;0.000124508607235;0.002994305846845;131.930576423102;1.64126074089023;0.000129014588226;-1.60498486702725E-06
0.198675496688742;13465.571837164;0.000127409603359;0.002995346356634;134.928686931319;1.70401893614047;0.000131946433164;-1.66635595277204E-06
0.201986754966887;13468.6327058675;0.000130280077211;0.00299637743653;137.894050931151;1.76813226749049;0.000134846255372;-1.72905222279603E-06
0.205298013245033;13471.6621831986;0.000133117203149;0.002997398116685;140.823826081121;1.83361383411335;0.00013771127533;-1.79308648674966E-06
0.208609271523179;13474.6574399152;0.000135918188843;0.002998407438237;143.715206889614;1.90047683372512;0.000140538749556;-1.85847165064727E-06
0.211920529801324;13477.6156837233;0.000138680277905;0.002999404454197;146.565427289564;1.96873449295937;0.000143325973118;-1.92522064877968E-06
0.21523178807947;13480.5341617825;0.00014140075247;0.003000388230327;149.371763167396;2.03839999269336;0.000146070282114;-1.993346370697E-06
0.218543046357616;13483.4101631601;0.000144076935744;0.003001357845994;152.13153484439;2.1094863886498;0.000148769056092;-2.06286158355722E-06
0.221854304635762;13486.241021233;0.000146706194508;0.003002312395017;154.842109508692;2.18200652761331;0.000151419720431;-2.13377885019868E-06
0.225165562913907;13489.0241160363;0.000149285941581;0.003003250986489;157.500903596293;2.25597295960804;0.000154019748671;-2.20611044326143E-06
0.228476821192053;13491.7568765559;0.000151813638228;0.003004172745589;160.105385119302;2.33139784641335;0.000156566664786;-2.27986825571877E-06
